Post,Huishouden,Woonsituatie,Inkomen,Jaar,Bedrag
 elektriciteit,Alleenstaand,gemiddelde huur,3650,2019,36
 water,Alleenstaand,gemiddelde huur,3650,2019,10
 lokale lasten,Alleenstaand,gemiddelde huur,3650,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde huur,3650,2019,78
 verzekeringen,Alleenstaand,gemiddelde huur,3650,2019,208
 onderwijs,Alleenstaand,gemiddelde huur,3650,2019,0
 kinderopvang,Alleenstaand,gemiddelde huur,3650,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde huur,3650,2019,88
 vervoer,Alleenstaand,gemiddelde huur,3650,2019,392
VASTE LASTEN,Alleenstaand,gemiddelde huur,3650,2019,1.704
 kleding en schoenen,Alleenstaand,gemiddelde huur,3650,2019,125
 inventaris,Alleenstaand,gemiddelde huur,3650,2019,116
 onderhoud huis en tuin,Alleenstaand,gemiddelde huur,3650,2019,36
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde huur,3650,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde huur,3650,2019,468
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde huur,3650,2019,784
 voeding,Alleenstaand,gemiddelde huur,3650,2019,256
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde huur,3650,2019,170
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde huur,3650,2019,425
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde huur,3650,2019,737
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,2350,2019,2.350
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,2350,2019,2.315
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,2350,2019,451
 gas,Alleenstaand,gemiddelde hypotheek,2350,2019,87
 elektriciteit,Alleenstaand,gemiddelde hypotheek,2350,2019,36
 water,Alleenstaand,gemiddelde hypotheek,2350,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,2350,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,2350,2019,74
 verzekeringen,Alleenstaand,gemiddelde hypotheek,2350,2019,228
 onderwijs,Alleenstaand,gemiddelde hypotheek,2350,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,2350,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,2350,2019,64
 vervoer,Alleenstaand,gemiddelde hypotheek,2350,2019,263
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,2350,2019,1.255
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,2350,2019,92
 inventaris,Alleenstaand,gemiddelde hypotheek,2350,2019,130
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,2350,2019,105
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,2350,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,2350,2019,312
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,2350,2019,678
 voeding,Alleenstaand,gemiddelde hypotheek,2350,2019,221
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,2350,2019,162
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,2350,2019,382
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,2350,2019,35
TOTAAL INKOMEN,Alleenstaand,gemiddelde hypotheek,3850,2019,3.850
TOTAAL UITGAVEN,Alleenstaand,gemiddelde hypotheek,3850,2019,3.095
 huur/hypotheek,Alleenstaand,gemiddelde hypotheek,3850,2019,651
 gas,Alleenstaand,gemiddelde hypotheek,3850,2019,87
 elektriciteit,Alleenstaand,gemiddelde hypotheek,3850,2019,36
 water,Alleenstaand,gemiddelde hypotheek,3850,2019,10
 lokale lasten,Alleenstaand,gemiddelde hypotheek,3850,2019,44
 telefoon televisie internet,Alleenstaand,gemiddelde hypotheek,3850,2019,78
 verzekeringen,Alleenstaand,gemiddelde hypotheek,3850,2019,246
 onderwijs,Alleenstaand,gemiddelde hypotheek,3850,2019,0
 kinderopvang,Alleenstaand,gemiddelde hypotheek,3850,2019,0
 contributies en abonnementen,Alleenstaand,gemiddelde hypotheek,3850,2019,92
 vervoer,Alleenstaand,gemiddelde hypotheek,3850,2019,412
VASTE LASTEN,Alleenstaand,gemiddelde hypotheek,3850,2019,1.655
 kleding en schoenen,Alleenstaand,gemiddelde hypotheek,3850,2019,130
 inventaris,Alleenstaand,gemiddelde hypotheek,3850,2019,160
 onderhoud huis en tuin,Alleenstaand,gemiddelde hypotheek,3850,2019,163
 niet-vergoede ziektekosten,Alleenstaand,gemiddelde hypotheek,3850,2019,38
 vrijetijdsuitgaven,Alleenstaand,gemiddelde hypotheek,3850,2019,492
RESERVERINGSUITGAVEN,Alleenstaand,gemiddelde hypotheek,3850,2019,983
 voeding,Alleenstaand,gemiddelde hypotheek,3850,2019,261
 overige huishoudelijke uitgaven,Alleenstaand,gemiddelde hypotheek,3850,2019,195
HUISHOUDELIJKE UITGAVEN,Alleenstaand,gemiddelde hypotheek,3850,2019,456
OVERSCHOT/TEKORT,Alleenstaand,gemiddelde hypotheek,3850,2019,755
TOTAAL INKOMEN,Eenouder met 1 kind,gemiddelde huur,2550,2019,2.550
TOTAAL UITGAVEN,Eenouder met 1 kind,gemiddelde huur,2550,2019,2.550
 huur/hypotheek,Eenouder met 1 kind,gemiddelde huur,2550,2019,606
 gas,Eenouder met 1 kind,gemiddelde huur,2550,2019,109
 elektriciteit,Eenouder met 1 kind,gemiddelde huur,2550,2019,57
 water,Eenouder met 1 kind,gemiddelde huur,2550,2019,15
 lokale lasten,Eenouder met 1 kind,gemiddelde huur,2550,2019,59
 telefoon televisie internet,Eenouder met 1 kind,gemiddelde huur,2550,2019,73
 verzekeringen,Eenouder met 1 kind,gemiddelde huur,2550,2019,196
 onderwijs,Eenouder met 1 kind,gemiddelde huur,2550,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde huur,2550,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde huur,2550,2019,90
 vervoer,Eenouder met 1 kind,gemiddelde huur,2550,2019,284
VASTE LASTEN,Eenouder met 1 kind,gemiddelde huur,2550,2019,1.493
 kleding en schoenen,Eenouder met 1 kind,gemiddelde huur,2550,2019,121
 inventaris,Eenouder met 1 kind,gemiddelde huur,2550,2019,102
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde huur,2550,2019,29
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde huur,2550,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde huur,2550,2019,319
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde huur,2550,2019,610
 voeding,Eenouder met 1 kind,gemiddelde huur,2550,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde huur,2550,2019,148
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde huur,2550,2019,447
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde huur,2550,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,gemiddelde huur,2800,2019,2.800
TOTAAL UITGAVEN,Eenouder met 1 kind,gemiddelde huur,2800,2019,2.706
 huur/hypotheek,Eenouder met 1 kind,gemiddelde huur,2800,2019,615
 gas,Eenouder met 1 kind,gemiddelde huur,2800,2019,110
 elektriciteit,Eenouder met 1 kind,gemiddelde huur,2800,2019,57
 water,Eenouder met 1 kind,gemiddelde huur,2800,2019,15
 lokale lasten,Eenouder met 1 kind,gemiddelde huur,2800,2019,59
 telefoon televisie internet,Eenouder met 1 kind,gemiddelde huur,2800,2019,75
 verzekeringen,Eenouder met 1 kind,gemiddelde huur,2800,2019,201
 onderwijs,Eenouder met 1 kind,gemiddelde huur,2800,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde huur,2800,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde huur,2800,2019,100
 vervoer,Eenouder met 1 kind,gemiddelde huur,2800,2019,330
VASTE LASTEN,Eenouder met 1 kind,gemiddelde huur,2800,2019,1.566
 kleding en schoenen,Eenouder met 1 kind,gemiddelde huur,2800,2019,131
 inventaris,Eenouder met 1 kind,gemiddelde huur,2800,2019,110
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde huur,2800,2019,31
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde huur,2800,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde huur,2800,2019,372
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde huur,2800,2019,682
 voeding,Eenouder met 1 kind,gemiddelde huur,2800,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde huur,2800,2019,159
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde huur,2800,2019,458
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde huur,2800,2019,94
TOTAAL INKOMEN,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,4.350
TOTAAL UITGAVEN,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,3.432
 huur/hypotheek,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,594
 gas,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,110
 elektriciteit,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,57
 water,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,15
 lokale lasten,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,59
 telefoon televisie internet,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,80
 verzekeringen,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,256
 onderwijs,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,130
 vervoer,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,484
VASTE LASTEN,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,1.788
 kleding en schoenen,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,170
 inventaris,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,181
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,170
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,40
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,558
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,1.118
 voeding,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,312
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,214
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,526
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde hypotheek,4350,2019,918
TOTAAL INKOMEN,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,2.450
TOTAAL UITGAVEN,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,2.450
 huur/hypotheek,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,580
 gas,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,105
 elektriciteit,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,65
 water,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,18
 lokale lasten,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,59
 telefoon televisie internet,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,71
 verzekeringen,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,191
 onderwijs,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,35
 kinderopvang,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,0
 contributies en abonnementen,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,80
 vervoer,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,195
VASTE LASTEN,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,1.399
 kleding en schoenen,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,139
 inventaris,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,100
 onderhoud huis en tuin,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,26
 niet-vergoede ziektekosten,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,38
 vrijetijdsuitgaven,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,215
RESERVERINGSUITGAVEN,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,519
 voeding,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,390
 overige huishoudelijke uitgaven,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,143
HUISHOUDELIJKE UITGAVEN,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,533
OVERSCHOT/TEKORT,Eenouder met 2 kinderen,gemiddelde huur,2450,2019,0
TOTAAL INKOMEN,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,4.200
TOTAAL UITGAVEN,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,3.425
 huur/hypotheek,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,616
 gas,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,110
 elektriciteit,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,68
 water,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,19
 lokale lasten,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,59
 telefoon televisie internet,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,88
 verzekeringen,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,230
 onderwijs,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,35
 kinderopvang,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,0
 contributies en abonnementen,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,140
 vervoer,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,491
VASTE LASTEN,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,1.855
 kleding en schoenen,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,198
 inventaris,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,149
 onderhoud huis en tuin,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,40
 niet-vergoede ziektekosten,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,41
 vrijetijdsuitgaven,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,553
RESERVERINGSUITGAVEN,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,981
 voeding,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,390
 overige huishoudelijke uitgaven,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,198
HUISHOUDELIJKE UITGAVEN,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,588
OVERSCHOT/TEKORT,Eenouder met 2 kinderen,gemiddelde huur,4200,2019,775
TOTAAL INKOMEN,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,2.450
TOTAAL UITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,2.450
 huur/hypotheek,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,457
 gas,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,105
 elektriciteit,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,65
 water,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,18
 lokale lasten,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,59
 telefoon televisie internet,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,71
 verzekeringen,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,220
 onderwijs,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,35
 kinderopvang,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,0
 contributies en abonnementen,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,79
 vervoer,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,194
VASTE LASTEN,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,1.303
 kleding en schoenen,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,139
 inventaris,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,121
 onderhoud huis en tuin,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,91
 niet-vergoede ziektekosten,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,38
 vrijetijdsuitgaven,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,215
RESERVERINGSUITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,603
 voeding,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,390
 overige huishoudelijke uitgaven,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,154
HUISHOUDELIJKE UITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,544
OVERSCHOT/TEKORT,Eenouder met 2 kinderen,gemiddelde hypotheek,2450,2019,0
TOTAAL INKOMEN,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,3.200
TOTAAL UITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,3.200
 huur/hypotheek,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,557
 gas,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,110
 elektriciteit,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,68
 water,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,19
 lokale lasten,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,59
 telefoon televisie internet,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,84
 verzekeringen,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,251
 onderwijs,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,35
 kinderopvang,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,0
 contributies en abonnementen,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,119
 vervoer,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,381
VASTE LASTEN,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,1.682
 kleding en schoenen,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,172
 inventaris,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,166
 onderhoud huis en tuin,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,135
 niet-vergoede ziektekosten,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,38
 vrijetijdsuitgaven,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,421
RESERVERINGSUITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,933
 voeding,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,390
 overige huishoudelijke uitgaven,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,195
HUISHOUDELIJKE UITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,585
OVERSCHOT/TEKORT,Eenouder met 2 kinderen,gemiddelde hypotheek,3200,2019,0
TOTAAL INKOMEN,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,4.550
TOTAAL UITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,3.891
 huur/hypotheek,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,723
 gas,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,110
 elektriciteit,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,68
 water,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,19
 lokale lasten,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,59
 telefoon televisie internet,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,89
 verzekeringen,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,270
 onderwijs,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,35
 kinderopvang,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,0
 contributies en abonnementen,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,146
 vervoer,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,526
VASTE LASTEN,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,2.044
 kleding en schoenen,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,207
 inventaris,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,196
 onderhoud huis en tuin,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,188
 niet-vergoede ziektekosten,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,43
 vrijetijdsuitgaven,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,595
RESERVERINGSUITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,1.229
 voeding,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,390
 overige huishoudelijke uitgaven,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,227
HUISHOUDELIJKE UITGAVEN,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,617
OVERSCHOT/TEKORT,Eenouder met 2 kinderen,gemiddelde hypotheek,4550,2019,659
TOTAAL INKOMEN,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,2.850
TOTAAL UITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,2.850
 huur/hypotheek,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,580
 gas,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,105
 elektriciteit,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,74
 water,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,20
 lokale lasten,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,59
 telefoon televisie internet,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,79
 verzekeringen,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,201
 onderwijs,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,66
 kinderopvang,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,0
 contributies en abonnementen,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,99
 vervoer,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,245
VASTE LASTEN,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,1.529
 kleding en schoenen,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,177
 inventaris,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,117
 onderhoud huis en tuin,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,28
 niet-vergoede ziektekosten,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,38
 vrijetijdsuitgaven,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,260
RESERVERINGSUITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,620
 voeding,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,531
 overige huishoudelijke uitgaven,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,170
HUISHOUDELIJKE UITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,701
OVERSCHOT/TEKORT,Eenouder met 3 kinderen,gemiddelde huur,2850,2019,0
TOTAAL INKOMEN,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,3.150
TOTAAL UITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,3.150
 huur/hypotheek,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,582
 gas,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,108
 elektriciteit,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,76
 water,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,21
 lokale lasten,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,59
 telefoon televisie internet,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,88
 verzekeringen,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,216
 onderwijs,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,66
 kinderopvang,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,0
 contributies en abonnementen,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,119
 vervoer,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,343
VASTE LASTEN,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,1.678
 kleding en schoenen,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,194
 inventaris,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,130
 onderhoud huis en tuin,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,31
 niet-vergoede ziektekosten,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,38
 vrijetijdsuitgaven,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,368
RESERVERINGSUITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,762
 voeding,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,531
 overige huishoudelijke uitgaven,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,179
HUISHOUDELIJKE UITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,710
OVERSCHOT/TEKORT,Eenouder met 3 kinderen,gemiddelde huur,3150,2019,0
TOTAAL INKOMEN,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,4.350
TOTAAL UITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,3.789
 huur/hypotheek,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,623
 gas,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,110
 elektriciteit,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,78
 water,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,21
 lokale lasten,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,59
 telefoon televisie internet,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,98
 verzekeringen,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,243
 onderwijs,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,66
 kinderopvang,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,0
 contributies en abonnementen,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,156
 vervoer,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,528
VASTE LASTEN,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,1.981
 kleding en schoenen,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,235
 inventaris,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,163
 onderhoud huis en tuin,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,40
 niet-vergoede ziektekosten,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,45
 vrijetijdsuitgaven,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,584
RESERVERINGSUITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,1.067
 voeding,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,531
 overige huishoudelijke uitgaven,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,210
HUISHOUDELIJKE UITGAVEN,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,741
OVERSCHOT/TEKORT,Eenouder met 3 kinderen,gemiddelde huur,4350,2019,561
TOTAAL INKOMEN,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,2.600
TOTAAL UITGAVEN,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,2.600
 huur/hypotheek,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,613
 gas,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,100
 elektriciteit,Eenouder met 3 kinderen,gemiddelde hypotheek,2600,2019,71
